date,temp_mean,temp_min,temp_max,rain,humidity,pressure,division
2022-03-26,28.54,25.76,33.69,0.09,74.09,100.81,Barishal
2022-03-27,28.34,25.2,32.91,0.38,75.45,100.96,Barishal
2022-03-28,28.66,24.65,34.27,0.22,72.45,100.84,Barishal
2022-03-29,28.18,24.6,33.18,0.17,73.66,100.73,Barishal
2022-03-30,28.65,25.05,33.51,0.33,73.04,100.78,Barishal
2022-03-31,28.86,25.37,33.85,0.16,71.82,100.83,Barishal
2022-04-01,28.93,25.48,33.75,0.03,72.66,100.85,Barishal
2022-04-02,28.88,25.62,33.7,0.01,72.17,101.0,Barishal
2022-04-03,28.47,24.92,33.29,0.01,71.09,100.99,Barishal
2022-04-04,28.86,25.74,33.58,0.02,68.7,101.04,Barishal
2022-04-05,28.86,24.9,34.62,0.05,71.67,101.18,Barishal
2022-04-06,28.85,24.59,34.52,0.98,73.04,101.16,Barishal
2022-04-07,29.77,24.12,36.42,0.0,64.73,101.05,Barishal
2022-04-08,29.56,23.64,36.23,0.0,65.26,100.88,Barishal
2022-04-09,29.33,24.73,35.44,0.0,72.43,100.77,Barishal
2022-04-10,29.68,24.61,35.65,0.0,70.37,100.7,Barishal
2022-04-11,29.8,25.72,35.0,0.04,72.68,100.58,Barishal
2022-04-12,29.94,25.72,35.65,0.02,71.36,100.59,Barishal
2022-04-13,29.77,25.95,35.19,0.01,70.62,100.5,Barishal
2022-04-14,29.61,26.04,34.66,0.01,72.75,100.38,Barishal
2022-04-15,30.24,26.82,35.83,0.04,71.15,100.37,Barishal
2022-04-16,29.68,26.81,34.05,0.71,73.26,100.4,Barishal
2022-04-17,29.58,26.41,34.44,0.74,72.57,100.51,Barishal
2022-04-18,29.91,26.22,35.0,0.78,71.57,100.68,Barishal
2022-04-19,29.61,25.69,34.78,0.81,73.73,100.81,Barishal
2022-04-20,28.63,25.35,33.37,8.85,75.92,100.79,Barishal
2022-04-21,28.21,24.64,32.42,11.63,75.06,100.77,Barishal
2022-04-22,29.08,25.35,34.14,6.37,75.19,100.76,Barishal
2022-04-23,29.34,25.82,35.05,18.08,78.09,100.67,Barishal
2022-04-24,29.76,25.99,35.55,7.46,76.12,100.49,Barishal
2022-04-25,30.08,25.95,35.4,1.46,75.9,100.49,Barishal
2022-04-26,29.81,26.43,34.3,0.66,77.26,100.55,Barishal
2022-04-27,29.57,26.2,33.93,0.67,78.99,100.55,Barishal
2022-04-28,30.62,25.89,37.02,0.24,72.91,100.58,Barishal
2022-04-29,30.58,25.97,36.43,0.35,72.47,100.56,Barishal
2022-04-30,30.59,27.01,35.55,1.5,70.45,100.5,Barishal
2022-05-01,30.59,26.56,36.27,2.69,65.55,100.43,Barishal
2022-05-02,30.16,26.81,35.39,7.4,67.97,100.49,Barishal
2022-05-03,29.22,26.42,33.86,7.41,72.55,100.62,Barishal
2022-05-04,28.58,25.98,31.63,17.02,77.5,100.74,Barishal
2022-05-05,28.84,25.69,32.83,5.25,74.57,100.62,Barishal
2022-05-06,28.89,25.74,32.85,6.3,74.56,100.57,Barishal
2022-05-07,29.73,25.96,34.52,1.16,70.41,100.52,Barishal
2022-05-08,29.52,25.29,34.49,5.8,72.44,100.51,Barishal
2022-05-09,28.09,26.53,30.51,33.29,81.59,100.61,Barishal
2022-05-10,27.69,26.3,29.87,35.54,85.88,100.59,Barishal
2022-05-11,28.83,26.71,31.96,21.32,83.8,100.5,Barishal
2022-05-12,29.26,27.22,32.2,8.99,83.28,100.43,Barishal
2022-05-13,29.03,27.04,31.77,8.5,84.97,100.21,Barishal
2022-05-14,29.6,27.29,32.99,2.25,83.6,100.24,Barishal
2022-05-15,29.6,27.85,32.29,1.72,83.63,100.45,Barishal
2022-05-16,29.01,27.84,30.81,2.63,88.24,100.4,Barishal
2022-05-17,28.68,27.63,30.46,3.46,88.69,100.36,Barishal
2022-05-18,28.57,27.55,30.46,8.13,86.13,100.5,Barishal
2022-05-19,29.16,27.45,31.63,5.48,87.09,100.47,Barishal
2022-05-20,29.07,27.48,31.46,14.63,86.1,100.32,Barishal
2022-05-21,28.45,26.89,30.5,60.81,91.15,99.97,Barishal
2022-05-22,28.45,25.03,31.78,15.93,83.42,99.89,Barishal
2022-05-23,28.73,26.32,31.88,9.43,81.46,99.99,Barishal
2022-05-24,29.73,26.37,33.69,9.1,76.65,100.28,Barishal
2022-05-25,29.02,26.92,31.87,15.56,81.81,100.42,Barishal
2022-05-26,29.11,26.24,32.14,15.38,81.19,100.32,Barishal
2022-05-27,29.3,26.7,32.58,13.93,81.18,100.12,Barishal
2022-05-28,29.69,27.0,33.35,13.72,79.88,100.01,Barishal
2022-05-29,29.15,27.23,31.71,27.65,83.43,100.08,Barishal
2022-05-30,28.62,26.77,30.93,22.93,84.91,100.11,Barishal
2022-05-31,28.56,26.52,30.99,12.77,84.33,100.07,Barishal
2022-06-01,28.8,27.03,31.53,16.27,84.96,100.13,Barishal
2022-06-02,29.07,26.75,32.03,3.42,83.01,100.17,Barishal
2022-06-03,28.73,27.38,30.71,13.93,87.67,100.15,Barishal
2022-06-04,28.3,27.17,30.01,18.61,87.85,100.29,Barishal
2022-06-05,28.69,27.04,31.2,2.1,87.62,100.33,Barishal
2022-06-06,29.0,27.05,31.72,1.47,85.77,100.26,Barishal
2022-06-07,29.26,27.19,31.97,1.17,85.13,100.18,Barishal
2022-06-08,29.01,27.41,31.32,5.13,88.02,100.11,Barishal
2022-06-09,29.09,27.78,31.25,18.36,88.65,100.11,Barishal
2022-06-10,28.86,26.71,31.3,18.31,84.06,100.18,Barishal
2022-06-11,28.51,26.75,30.78,7.96,87.76,100.2,Barishal
2022-06-12,29.06,27.22,31.7,2.71,87.44,100.29,Barishal
2022-06-13,29.27,27.66,31.72,6.14,88.47,100.39,Barishal
2022-06-14,28.84,27.56,30.98,8.96,90.49,100.35,Barishal
2022-06-15,28.52,27.43,30.6,19.36,90.15,100.41,Barishal
2022-06-16,27.66,26.49,28.75,32.79,91.48,100.53,Barishal
2022-06-17,27.85,26.91,29.13,46.01,93.18,100.55,Barishal
2022-06-18,27.66,26.73,28.96,53.38,91.86,100.54,Barishal
2022-06-19,27.45,26.55,28.59,49.01,91.94,100.44,Barishal
2022-06-20,27.23,26.2,28.65,44.28,90.81,100.23,Barishal
2022-06-21,27.56,26.14,29.35,44.22,90.69,100.07,Barishal
2022-06-22,27.47,26.02,29.22,25.27,88.89,100.38,Barishal
2022-06-23,27.81,26.0,29.8,4.43,89.84,100.46,Barishal
2022-06-24,28.04,26.63,29.84,5.61,90.04,100.34,Barishal
2022-06-25,28.06,26.12,30.42,16.26,88.77,100.2,Barishal
2022-06-26,27.99,26.58,30.0,7.74,88.4,100.39,Barishal
2022-06-27,28.33,26.42,30.43,7.42,87.66,100.48,Barishal
2022-06-28,28.2,26.67,30.31,6.0,89.34,100.36,Barishal
2022-06-29,28.56,26.97,30.62,23.6,89.48,100.21,Barishal
2022-06-30,28.08,26.88,29.54,10.82,90.53,100.17,Barishal
2022-07-01,27.99,26.93,29.46,24.93,91.9,100.07,Barishal
2022-07-02,28.08,26.46,30.34,14.59,88.93,99.92,Barishal
2022-07-03,28.06,26.81,30.1,5.88,89.35,100.0,Barishal
2022-07-04,28.24,26.61,30.22,12.12,88.58,99.95,Barishal
2022-07-05,28.14,26.61,29.9,3.1,89.09,99.98,Barishal
2022-07-06,28.23,27.1,29.84,12.42,90.21,100.31,Barishal
2022-07-07,28.28,26.92,30.44,6.83,87.86,100.41,Barishal
2022-07-08,28.19,26.36,30.59,8.12,88.29,100.24,Barishal
2022-07-09,28.37,26.53,30.82,2.52,86.17,100.08,Barishal
2022-07-10,28.6,27.01,30.76,7.69,87.26,100.01,Barishal
2022-07-11,28.38,26.91,30.02,12.3,87.08,100.1,Barishal
2022-07-12,28.83,27.39,30.8,8.35,87.27,99.92,Barishal
2022-07-13,28.9,27.41,30.99,1.82,86.74,99.75,Barishal
2022-07-14,28.46,27.53,29.88,0.99,88.47,99.83,Barishal
2022-07-15,28.79,27.24,30.84,1.62,86.19,100.05,Barishal
2022-07-16,28.86,27.37,31.01,3.5,87.01,100.15,Barishal
2022-07-17,28.94,27.36,31.17,6.17,86.58,100.33,Barishal
2022-07-18,28.88,26.9,31.55,4.39,85.54,100.34,Barishal
2022-07-19,28.83,27.32,30.93,8.69,86.7,100.22,Barishal
2022-07-20,28.95,27.15,31.23,26.46,86.73,100.2,Barishal
2022-07-21,28.91,27.32,31.0,10.3,86.95,100.26,Barishal
2022-07-22,28.9,27.48,31.16,6.35,88.04,100.31,Barishal
2022-07-23,28.28,26.87,29.86,9.87,87.36,100.35,Barishal
2022-07-24,28.49,27.04,30.56,33.25,87.27,100.45,Barishal
2022-07-25,27.7,26.53,29.08,22.96,84.31,100.73,Barishal
2022-07-26,28.25,25.87,30.55,10.67,79.21,100.79,Barishal
2022-07-27,28.63,26.22,31.69,5.58,82.73,100.69,Barishal
2022-07-28,28.6,26.55,30.84,1.53,82.17,100.69,Barishal
2022-07-29,29.42,26.77,32.45,3.47,80.27,100.57,Barishal
2022-07-30,29.24,26.79,32.3,15.89,84.5,100.43,Barishal
2022-07-31,29.12,27.36,31.54,8.42,86.21,100.26,Barishal
2022-08-01,29.25,27.19,31.72,8.1,86.95,100.22,Barishal
2022-08-02,29.36,26.85,32.23,11.04,85.15,100.18,Barishal
2022-08-03,28.38,27.19,30.33,23.79,86.41,100.34,Barishal
2022-08-04,28.74,27.01,30.8,10.7,86.15,100.31,Barishal
2022-08-05,29.1,27.26,31.73,6.04,86.2,100.12,Barishal
2022-08-06,28.8,27.38,30.59,9.08,88.18,99.92,Barishal
2022-08-07,29.0,27.11,31.4,13.04,85.53,99.83,Barishal
2022-08-08,28.34,26.73,30.15,15.29,88.24,99.78,Barishal
2022-08-09,28.15,27.01,29.86,27.04,90.36,99.84,Barishal
2022-08-10,27.89,27.02,29.02,30.59,91.62,99.88,Barishal
2022-08-11,28.11,26.97,29.56,17.02,91.44,100.03,Barishal
2022-08-12,28.44,25.99,31.6,9.78,86.95,100.03,Barishal
2022-08-13,27.88,26.72,29.6,14.43,89.56,99.9,Barishal
2022-08-14,27.67,27.07,28.17,34.67,91.93,100.2,Barishal
2022-08-15,28.1,26.87,29.79,14.55,90.38,100.59,Barishal
2022-08-16,28.64,26.32,31.19,4.72,87.37,100.52,Barishal
2022-08-17,29.08,26.75,31.59,3.14,86.67,100.24,Barishal
2022-08-18,29.31,26.98,32.02,17.34,88.54,99.85,Barishal
2022-08-19,28.26,27.12,29.88,24.08,88.33,99.9,Barishal
2022-08-20,28.19,26.85,30.11,5.42,86.7,100.19,Barishal
2022-08-21,28.24,26.69,30.2,8.55,87.79,100.18,Barishal
2022-08-22,28.62,26.52,31.21,10.13,86.6,100.13,Barishal
2022-08-23,27.82,26.48,29.59,37.19,89.38,100.33,Barishal
2022-08-24,27.54,25.87,29.74,20.45,87.19,100.52,Barishal
2022-08-25,28.42,25.83,31.71,3.42,82.6,100.42,Barishal
2022-08-26,27.85,25.96,29.9,0.84,88.77,100.29,Barishal
2022-08-27,27.69,25.94,30.07,2.36,89.19,100.32,Barishal
2022-08-28,27.75,26.35,29.59,8.06,87.61,100.56,Barishal
2022-08-29,28.65,26.32,31.34,1.44,84.35,100.76,Barishal
2022-08-30,29.03,26.33,31.61,0.85,83.32,100.77,Barishal
2022-08-31,28.74,26.56,31.32,1.65,87.05,100.62,Barishal
2022-09-01,28.71,26.99,30.85,6.17,86.38,100.68,Barishal
2022-09-02,28.17,27.08,29.9,16.4,87.27,100.74,Barishal
2022-09-03,28.98,26.27,31.8,5.89,86.64,100.48,Barishal
2022-09-04,29.17,27.27,31.76,10.26,88.27,100.45,Barishal
2022-09-05,28.82,27.44,30.61,14.64,89.9,100.49,Barishal
2022-09-06,29.12,27.34,31.19,11.31,83.99,100.56,Barishal
2022-09-07,28.54,26.93,30.42,6.33,87.76,100.64,Barishal
2022-09-08,29.51,26.86,32.47,16.81,84.37,100.65,Barishal
2022-09-09,28.48,27.1,30.38,8.78,87.06,100.67,Barishal
2022-09-10,27.77,26.82,28.9,14.29,91.44,100.63,Barishal
2022-09-11,27.85,27.04,29.07,48.5,91.69,100.54,Barishal
2022-09-12,27.71,27.13,28.52,59.53,93.69,100.51,Barishal
2022-09-13,27.54,26.5,28.89,41.83,93.61,100.67,Barishal
2022-09-14,27.54,26.24,29.58,33.72,89.63,100.81,Barishal
2022-09-15,27.95,25.8,30.46,22.03,89.77,100.6,Barishal
2022-09-16,28.14,26.41,30.33,20.25,89.49,100.3,Barishal
2022-09-17,28.09,26.15,30.48,3.65,89.64,100.32,Barishal
2022-09-18,28.02,26.46,30.45,5.21,88.19,100.35,Barishal
2022-09-19,27.83,26.38,29.71,13.47,90.93,100.4,Barishal
2022-09-20,28.03,26.79,29.84,6.1,88.81,100.45,Barishal
2022-09-21,27.97,26.55,30.13,7.9,89.08,100.55,Barishal
2022-09-22,28.01,26.13,30.32,6.08,88.3,100.6,Barishal
2022-09-23,27.84,25.81,30.27,3.42,86.68,100.61,Barishal
2022-09-24,27.75,25.93,30.18,3.73,87.15,100.55,Barishal
2022-09-25,28.05,25.96,30.61,9.78,82.74,100.6,Barishal
2022-09-26,27.16,26.07,28.58,3.28,88.04,100.68,Barishal
2022-09-27,28.37,25.83,31.38,8.2,82.34,100.53,Barishal
2022-09-28,27.96,26.21,29.45,2.92,87.6,100.43,Barishal
2022-09-29,28.85,26.17,31.35,0.61,79.96,100.4,Barishal
2022-09-30,28.48,25.68,31.16,1.53,83.97,100.34,Barishal
2022-10-01,28.46,26.13,31.13,12.55,85.89,100.25,Barishal
2022-10-02,27.63,26.52,28.88,39.49,90.83,100.22,Barishal
2022-10-03,27.47,25.87,29.34,33.11,90.9,100.49,Barishal
2022-10-04,28.12,26.68,30.19,37.19,88.7,100.79,Barishal
2022-10-05,27.92,26.22,30.49,10.33,88.25,100.94,Barishal
2022-10-06,27.96,26.0,30.43,6.01,84.58,100.99,Barishal
2022-10-07,27.72,25.12,30.54,3.42,80.58,100.95,Barishal
2022-10-08,27.96,25.34,30.82,4.95,82.93,100.99,Barishal
2022-10-09,27.44,26.04,29.28,15.88,88.36,101.13,Barishal
2022-10-10,27.4,25.72,29.51,18.81,86.86,101.18,Barishal
2022-10-11,27.2,25.67,29.01,14.21,91.19,101.04,Barishal
2022-10-12,27.09,25.85,28.78,6.97,88.71,101.03,Barishal
2022-10-13,27.56,25.42,30.16,3.9,82.03,101.01,Barishal
2022-10-14,27.83,25.3,30.07,2.43,77.53,100.94,Barishal
2022-10-15,27.52,25.3,30.53,5.17,85.01,100.86,Barishal
2022-10-16,26.88,23.72,30.44,1.97,85.91,101.02,Barishal
2022-10-17,27.54,24.12,30.83,1.08,82.49,101.07,Barishal
2022-10-18,27.57,24.51,30.34,0.94,81.35,101.01,Barishal
2022-10-19,27.32,24.74,29.77,1.62,82.23,101.0,Barishal
2022-10-20,26.91,24.27,30.36,0.29,85.17,101.07,Barishal
2022-10-21,27.09,24.2,30.58,0.12,85.94,101.17,Barishal
2022-10-22,27.23,23.93,31.08,0.1,83.4,101.15,Barishal
2022-10-23,25.57,24.35,27.31,36.57,90.94,101.04,Barishal
2022-10-24,25.36,24.42,26.66,209.35,94.22,100.17,Barishal
2022-10-25,25.0,22.27,28.15,16.61,86.28,100.71,Barishal
2022-10-26,25.21,22.26,28.27,3.15,79.39,101.24,Barishal
2022-10-27,24.74,21.76,28.5,0.0,81.78,101.19,Barishal
2022-10-28,24.07,20.82,27.98,0.01,78.18,101.13,Barishal
2022-10-29,24.16,19.53,28.4,0.03,78.48,101.1,Barishal
2022-10-30,24.7,20.66,28.82,2.74,79.2,101.09,Barishal
2022-10-31,25.3,21.48,29.3,4.72,81.48,101.14,Barishal
2022-11-01,26.06,22.8,29.71,0.46,87.07,101.17,Barishal
2022-11-02,26.23,23.25,29.78,0.27,85.4,101.04,Barishal
2022-11-03,25.18,22.42,28.28,0.1,84.37,101.07,Barishal
2022-11-04,24.14,20.43,27.73,0.01,76.81,101.25,Barishal
2022-11-05,24.82,20.94,29.07,0.2,73.12,101.4,Barishal
2022-11-06,24.55,20.59,28.83,1.42,76.59,101.41,Barishal
2022-11-07,23.87,19.53,28.49,2.35,75.95,101.36,Barishal
2022-11-08,24.24,20.0,28.06,0.0,68.0,101.35,Barishal
2022-11-09,24.49,20.35,27.82,0.0,69.02,101.37,Barishal
2022-11-10,24.22,19.84,27.84,0.0,71.83,101.35,Barishal
2022-11-11,23.94,19.76,27.95,0.0,74.86,101.33,Barishal
2022-11-12,23.65,19.76,27.8,0.0,77.17,101.28,Barishal
2022-11-13,22.37,19.08,26.49,0.71,82.94,101.28,Barishal
2022-11-14,22.03,17.95,26.47,1.59,78.7,101.29,Barishal
2022-11-15,22.61,18.11,26.86,0.0,73.5,101.23,Barishal
2022-11-16,22.68,18.83,26.69,0.0,79.7,101.12,Barishal
2022-11-17,22.27,18.15,26.99,0.0,83.98,101.11,Barishal
2022-11-18,21.39,17.43,26.05,0.0,83.32,101.24,Barishal
2022-11-19,21.7,16.93,26.69,0.04,84.13,101.19,Barishal
2022-11-20,22.87,18.75,27.23,3.01,82.22,101.08,Barishal
2022-11-21,22.58,19.17,27.06,0.18,82.15,101.02,Barishal
2022-11-22,21.25,17.3,25.92,1.07,83.34,101.1,Barishal
2022-11-23,20.58,16.44,25.5,0.0,87.05,101.13,Barishal
2022-11-24,20.67,16.22,25.97,4.78,84.38,101.14,Barishal
2022-11-25,21.46,16.84,26.43,90.75,85.06,101.2,Barishal
2022-11-26,21.75,17.24,26.55,7.05,83.58,101.07,Barishal
2022-11-27,21.66,17.4,26.23,0.53,77.55,100.92,Barishal
2022-11-28,22.37,17.9,26.8,0.32,81.6,100.99,Barishal
2022-11-29,24.04,20.48,28.05,0.41,81.03,101.13,Barishal
2022-11-30,23.47,20.19,27.54,0.01,82.27,101.22,Barishal
2022-12-01,22.21,19.06,26.65,0.01,80.71,101.18,Barishal
2022-12-02,20.78,16.63,25.72,0.0,85.91,101.17,Barishal
2022-12-03,20.03,15.76,24.78,0.0,84.82,101.21,Barishal
2022-12-04,19.91,15.09,25.28,0.0,82.84,101.26,Barishal
2022-12-05,20.2,15.81,25.38,0.0,86.18,101.33,Barishal
2022-12-06,20.21,15.97,25.21,0.0,85.44,101.22,Barishal
2022-12-07,19.93,15.71,25.12,0.0,84.61,101.2,Barishal
2022-12-08,19.86,15.89,24.46,0.0,85.41,101.22,Barishal
2022-12-09,20.36,15.48,24.74,0.0,82.24,101.22,Barishal
2022-12-10,20.89,16.48,25.17,0.0,83.05,101.21,Barishal
2022-12-11,20.49,16.13,25.09,0.0,81.5,101.26,Barishal
2022-12-12,20.22,15.76,24.8,0.0,80.18,101.23,Barishal
2022-12-13,20.23,15.74,24.45,0.0,79.56,101.26,Barishal
2022-12-14,21.07,17.33,25.13,0.0,78.75,101.27,Barishal
2022-12-15,19.57,15.24,24.4,0.0,78.7,101.19,Barishal
2022-12-16,18.24,13.81,23.53,0.0,80.34,101.17,Barishal
2022-12-17,18.19,13.56,23.5,0.0,81.68,101.27,Barishal
2022-12-18,19.21,13.93,23.83,0.0,75.36,101.28,Barishal
2022-12-19,20.04,15.45,24.49,0.0,75.13,101.16,Barishal
2022-12-20,20.53,16.6,24.73,0.0,76.62,101.14,Barishal
2022-12-21,19.48,15.17,24.16,0.0,83.25,101.18,Barishal
2022-12-22,19.08,14.54,23.47,0.0,80.96,101.18,Barishal
